pumpid,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
C/17/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/17/13,26725,18849,30534,32726,10605,22501,21757,24588,28488,26623,26907,11104,NA,9466,14476,9732,11161,9950,8002,7324,7609,5726,4586,7711,10163,10112,7873,9932,9697,9435,7900,11252,10867,10380,12689,14791,15033,18156,18302,16584,14115,15484,19147,14490,15588,12202,16813,26559,35234,16066,NA,NA
C/18/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/19/10,5470,791,1945,4412,2012,3620,5873,2841,2993,5883,6407,3073,660,1,3,NA,6,NA,NA,3,3,1,1,NA,38,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/19/13,NA,NA,NA,244,1815,3250,4071,5067,8891,10220,8882,NA,NA,778,NA,NA,NA,1265,947,1401,2157,106,223,713,3,NA,100,489,NA,559,355,NA,NA,NA,NA,NA,NA,NA,NA,412,1668,2881,7824,9248,4954,138,NA,NA,NA,NA,NA,NA
C/20/13,21457,16843,34798,33859,15534,34309,36602,36540,27980,30825,31362,17496,NA,19334,25653,17550,22041,17938,10483,16812,18829,7615,8215,12214,16215,14693,9570,20274,16516,17355,11670,12011,14077,15352,15229,21438,23204,35612,31726,33059,25516,31314,30073,29829,22519,9561,20908,22450,30763,11792,NA,NA
C/21/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/22/11,7741,3796,NA,2211,358,1074,629,NA,5015,7190,4839,4252,1277,1721,7702,4937,5213,5546,1815,3584,4928,1953,2670,3714,4700,4478,4538,3765,5291,4792,3631,7030,7475,6975,5712,8040,7491,7497,4692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/23/11,9931,5620,7133,9124,4378,9722,10133,10318,10556,10728,8588,6538,652,3124,6258,3750,7046,4572,1954,2939,2851,1101,1073,4055,4389,4555,3176,4047,4824,4189,5606,4725,5926,7517,5323,7712,6413,7005,8852,5947,2626,2665,3856,1441,527,NA,NA,NA,NA,NA,NA,NA
C/23/13,14202,9932,18521,11655,8632,16511,21473,27179,20553,17968,17932,10436,1390,5566,10961,4533,8314,10329,4429,4719,15079,3683,7966,1570,8231,12088,11480,13628,11891,13257,7495,9710,16828,17302,6740,7887,8516,12747,17044,18057,14742,13185,14633,16549,8791,4604,8849,10401,4379,NA,NA,NA
C/24/13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/25/11,8604,3577,5996,6025,4305,4890,12651,12202,10618,9205,2922,NA,NA,NA,5654,5463,2451,5939,1658,1717,3975,2311,2552,5205,2969,1938,2866,2575,3840,5531,4529,3945,7924,5279,4736,5653,6352,6340,6638,5862,6203,2932,4573,5111,4905,4089,1440,NA,NA,NA,NA,NA
C/26/11,NA,NA,NA,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/27/11,87,48,71,78,50,46,4296,9992,8237,7729,7900,5225,633,2381,7482,3683,4835,4351,2190,3408,4889,1105,3456,4072,2947,3808,2875,3139,3421,3181,3055,3730,4858,5089,4550,6554,4589,6371,7095,7196,5832,5413,6142,5876,4547,4611,6690,7948,1068,NA,NA,NA
C/28/11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/29/14,10598,7513,13476,13844,4949,15684,15236,15408,15878,17199,2623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/31/14,3699,3357,5790,7053,2672,5189,6576,6062,4734,5312,5677,3607,398,3046,6015,3942,4805,5099,3057,4581,4642,2711,2725,4263,4363,5377,4750,5411,5576,4938,6540,4980,4971,5032,6406,6860,6352,6765,7143,6774,5582,5970,6419,4662,5519,4518,5745,4980,5955,2255,NA,NA
C/32/11,NA,NA,NA,NA,NA,33473,16637,11243,15215,19106,26786,12989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/33/11,2605,1498,2259,2078,1163,3216,2923,2718,3638,3294,4074,4018,88,2544,3106,1930,3400,3034,1277,1531,2358,673,1039,2289,1901,1448,1396,1468,2044,1534,1663,1784,1597,2062,2312,2234,1769,2081,3266,3712,2146,312,2076,3221,1514,704,1671,2336,2452,1760,NA,NA
C/36/14,4992,3131,5695,5845,1562,5625,6001,6355,5492,3408,2757,2767,NA,2753,2936,2230,3845,2783,2012,3395,2665,1641,2102,2775,3050,2641,2262,2825,3064,3096,2985,3406,2606,3923,4107,4299,6190,5306,4676,4763,5054,4077,2889,2980,3319,2494,2850,3633,3558,1038,NA,NA
C/40/14,10349,6226,10601,12118,4574,12839,12865,10692,11114,14000,12758,9026,NA,9110,11725,7807,8758,7573,6501,8518,10263,6737,5493,8025,11801,11726,8200,11407,14076,14053,14875,14049,12259,12212,12379,10956,12432,13430,13143,13165,11994,11936,10089,7288,11081,9710,10010,11950,13558,4132,NA,NA
C/43/14,33888,11405,26428,25470,14963,22278,43983,53994,53939,50903,45859,5704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/45/15,19474,14039,29856,27000,9158,29134,31652,30546,31112,36794,29309,27167,517,4906,22654,15375,33505,18683,15018,12290,20757,9760,9223,18447,28750,20916,8437,16265,14499,17246,15991,9312,14894,23289,26109,25120,21382,24502,27060,27196,22248,20832,23435,13087,10347,19090,25582,25635,29295,14421,NA,NA
C/48/15,62,28,56,21,14,26,17,17,39,5358,11153,5,11,39,NA,4,NA,NA,NA,NA,15,31,4,12,10,26,1,10,8,NA,11,25,15,7,97,22,2147,8293,11404,11357,10535,10236,8939,7915,7775,8821,13997,13908,1656,NA,NA,NA
C/51/15,22619,18403,20832,24150,18115,17730,26946,27602,29004,28398,29099,24819,9736,2933,27458,20236,13974,20894,9844,8213,16462,11257,9998,13395,12237,15661,14101,11775,14779,16538,16627,14137,17690,17375,17959,19275,20537,21235,19344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/56/16,16720,11339,1382,1837,14642,42351,46185,52610,53237,55857,41482,26058,1584,7418,41527,22749,18434,10069,6198,7639,18475,4513,3547,5473,9487,8328,5551,6506,8179,10533,5233,5751,8110,12106,16447,19762,18258,27054,28823,31288,28336,33437,39641,33410,15461,4236,6894,9342,19135,6756,NA,NA
C/60/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C/61/16,16152,12390,23726,25179,13313,37527,47399,55764,60269,57656,48375,26660,521,15979,34930,22965,23864,22495,9955,16131,31883,3163,4729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/01/09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/04/09,36643,25198,34532,27836,16641,7838,19527,39370,38825,36646,26316,25264,4780,9923,27764,15094,18992,21978,11478,16508,17705,12222,8905,15318,24845,23406,20352,21684,26667,26963,27453,29862,30013,30644,26889,26311,20670,23777,24831,23767,23677,23806,20662,17566,19095,23682,27340,34849,35979,20633,NA,NA
D/05/09,2377,2460,2877,2912,1372,3612,4161,3437,3266,3322,3629,3169,NA,1293,2168,1102,1957,2475,2910,3135,1884,NA,NA,NA,2,1,2337,2170,1615,1,17,NA,1,NA,440,NA,NA,NA,1,377,1064,34,37,NA,1,NA,1,NA,NA,NA,NA,NA
D/06/09,38980,24685,32944,32908,13279,34127,39384,44128,45653,44170,37418,35959,4876,18953,38132,23476,29228,26720,24106,25556,28530,18815,20160,26094,32437,29279,29275,29842,29780,31202,34373,32715,32181,31835,29688,33551,29958,18348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/07/09,46436,30564,39729,35347,20574,32312,39549,45060,44334,43903,39303,34538,7456,8767,39469,23147,23426,35719,22852,24244,25837,19506,19475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/09/09,33726,19817,32691,31059,14159,29333,35700,34506,34022,36577,36348,33096,4860,13937,41299,23550,33754,39682,24552,28740,33007,16353,16800,18104,27492,29158,23577,24309,25649,26393,26297,24517,28791,26721,22890,25224,22975,25727,28573,29747,27731,22935,21814,18503,22152,26974,30385,31461,34888,36228,NA,NA
D/10/09,27183,18292,29829,25565,14542,26940,32735,30531,29518,27575,24530,22595,4207,549,20168,6205,20495,26780,15420,22894,24290,15361,13140,15726,20,4,238,1,NA,NA,7,2856,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,817,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/100/16,12662,10941,12092,11381,8778,9617,12874,12738,13950,14049,14040,16156,8009,1170,14668,12761,7636,14442,5286,8353,8058,4833,4624,8693,11097,12616,10134,8421,10732,11848,14059,12038,15930,13955,12282,13557,12994,14356,16050,13617,13352,10282,12667,12139,10484,9154,10396,13982,16573,18082,5770,NA
D/102/16,14338,7870,14644,13662,5625,14335,14953,10381,7149,8823,7193,NA,NA,632,449,NA,673,1637,1268,1613,2701,164,522,3062,2969,NA,81,235,NA,NA,NA,NA,NA,324,1032,580,2198,4130,209,1108,681,1310,NA,4574,5639,3746,3282,7980,2932,4246,NA,NA
D/103/16,13331,7611,13246,14681,7184,14495,14275,13759,14111,14703,14825,11744,1836,4388,15576,10276,13577,11175,8012,9528,11387,5906,6992,7750,12317,12118,10065,11669,12991,12571,13690,14785,14727,13622,13781,13457,13931,15262,14918,15983,16200,15494,15404,13478,17021,14187,18696,15097,18892,16462,NA,NA
D/104/16,21400,16022,23408,23314,8349,26323,24089,28169,25147,30673,28251,24562,2167,13292,27601,14241,18199,4082,4517,15063,22532,10975,11291,18992,13509,21400,16515,17774,13046,7308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/105/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/108/16,5092,3731,5694,90,22,3454,8346,4592,8061,8788,8554,9619,2454,4590,10385,5827,5493,6455,5019,8121,7821,5201,4764,7541,8264,5698,5160,6127,6099,6655,5417,4121,3404,3688,1981,1927,1686,2225,4851,7212,9669,9079,8070,7479,6491,4636,4999,4099,4610,1923,NA,NA
D/11/09,16511,10160,17508,16104,6748,15203,16411,16051,16566,17788,18222,15931,2296,9385,20520,11981,16121,9313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/110/16,2919,1753,2560,2615,2165,1936,3327,2575,2264,3052,2657,3036,982,368,2515,1874,1001,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/113/17,10686,6678,11270,13815,8606,16658,16700,17040,10688,12034,12390,12414,3799,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/114/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/115/16,21007,11136,18579,18907,7168,19772,18251,18911,24418,21856,17613,19780,2567,9166,22127,11539,17791,15905,11001,13122,16504,6721,9061,13403,12445,13182,10093,12325,13266,14727,14697,16674,17614,17692,13423,15283,17594,19130,16652,16904,15536,17542,19384,18014,13149,5808,NA,NA,NA,NA,NA,NA
D/117/17,8887,6047,8448,8811,6226,7710,9871,11378,11266,12034,12734,11278,3225,2560,11857,9226,8187,10044,4648,15134,6843,3533,6674,6769,8147,7831,6164,6711,7394,7794,7936,8726,9276,8874,10039,5736,7540,10001,12869,11020,10848,9850,10966,10446,8591,9665,9813,12446,13223,13262,383,NA
D/118/17,13230,8183,13273,11293,5976,12241,10441,13884,10425,12027,13869,12548,1918,6199,15628,9150,10599,11195,8163,9354,10842,5593,5170,8224,13002,12681,9739,11177,12174,11797,12035,11280,10794,12048,13328,13357,12854,13562,14475,13616,12676,11319,12096,11575,10745,10989,11265,11255,14290,11592,NA,NA
D/119/17,6654,3632,5014,6504,3438,6312,9924,12910,10203,9231,9280,8811,2598,2823,10640,9809,7277,9874,7634,9092,12989,6341,4518,6340,8896,4024,4525,5891,6094,5994,5143,5708,8847,4497,6329,8943,7922,10864,10638,9155,11012,9515,9274,9579,10423,1051,NA,NA,NA,NA,NA,NA
D/121/17,13887,9000,17217,18391,8050,20030,21618,16958,21380,22114,28403,22293,2826,14430,27047,13841,15134,14908,13172,13324,12734,6688,8644,11216,17514,17941,8971,10323,12389,15522,16900,20549,18984,20198,17833,15400,18416,19568,16065,13613,10232,6503,NA,2359,17030,11,NA,NA,NA,NA,NA,NA
D/122/17,8366,7633,10296,8730,4619,13068,16925,8113,5504,5953,6336,6970,2595,5742,13639,9313,10360,10664,6991,11317,12734,3226,4299,8793,9918,9406,6764,7993,7709,5091,4543,5159,9824,7559,10096,11800,11175,10549,13807,12027,13318,9583,9058,7831,8412,7693,9043,11625,7005,4774,NA,NA
D/123/17,7678,6018,9057,9699,4875,9891,10614,9438,8798,11170,11708,8678,1129,5878,11754,4583,6986,7530,4837,8345,7740,2585,3622,7219,6535,6407,4920,4209,6226,6671,5580,6578,6315,6429,6768,6719,4987,4259,6231,6445,6885,5608,5196,4056,4444,3799,6821,7598,5978,4081,NA,NA
D/127/17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/129/19,11603,5598,10234,11603,5974,13094,13199,12635,12727,12996,12608,9708,2157,4365,15763,7783,9169,10098,7322,8108,7351,4583,4867,8878,11997,13459,8393,10183,9754,10865,10665,10059,8697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/13/10,34464,25931,41337,40493,21624,39681,45011,44634,32540,44540,44965,35809,8968,14049,22675,NA,NA,NA,NA,1257,766,996,19,6737,2243,6,NA,NA,NA,NA,NA,1457,4144,5591,1774,14876,11845,9661,36641,831,5596,31408,30850,19773,NA,NA,NA,74,151,NA,NA,NA
D/130/19,12257,7395,13946,13657,3569,17797,20203,18428,12618,12538,13472,8956,NA,7886,11758,3540,7637,5619,896,4146,6080,2635,3035,9181,16081,10177,7068,11591,11423,9477,10353,9157,11830,9087,8763,9174,10183,10727,10936,7541,8249,8993,9797,1303,6858,5014,10149,10881,14563,6417,NA,NA
D/137/15,11002,7984,12231,11855,4735,12298,13771,13138,12438,12602,12365,10002,1233,7534,11805,7642,10627,10837,7149,10929,10528,6144,6092,10465,12368,13329,10849,13934,12968,12454,10687,12912,12578,11416,14322,12751,12627,13540,13320,12548,12149,11877,12944,11217,10267,9546,12477,12732,14597,8794,NA,NA
D/141/19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/144/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/145/20,19880,11829,20485,18364,2951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/147/20,4,NA,518,1120,451,1288,1868,2081,1347,1264,1179,1480,238,1048,256,72,22,630,1159,2515,1291,1063,1081,1379,2196,1151,1205,844,935,1615,1293,28,16,23,111,114,376,144,222,734,1022,667,1295,1117,504,568,491,102,NA,45,NA,NA
D/148/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/149/20,14829,9033,9489,14257,6759,15008,14679,17333,8297,2991,11354,8993,409,6864,13353,8629,10999,9721,8022,9740,10997,5116,4280,7619,14447,14806,9571,13463,11088,12963,10504,11678,10580,10973,11584,13231,14190,14211,13620,11629,10293,11492,8339,7986,9419,6963,7967,9321,11916,6617,NA,NA
D/150/20,3432,2325,3390,3867,1811,4521,4221,4047,4111,3463,4585,3360,550,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/151/20,12284,7276,5558,6263,5203,6709,7542,6299,6595,6385,5441,5395,2212,2894,7384,3525,4242,5759,2064,3526,3646,2253,1634,4817,10516,5321,4124,3759,7446,10603,5108,2837,2991,3728,2491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/158/21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/16/10,18348,11227,17068,19571,8607,23408,22995,19441,23095,25846,20644,10251,NA,7528,14478,8514,9456,6022,179,4238,2253,NA,3328,3663,8665,7753,399,1562,2004,NA,9628,8031,6800,11748,9341,10546,10560,10849,9962,12122,13178,6430,9594,1629,9895,4120,3306,4382,15958,2402,NA,NA
D/160/21,15624,9769,17814,17429,7898,18366,19228,17993,17164,17310,16335,14566,1723,8353,17955,10559,12024,12191,9989,10022,13233,5591,7423,13731,15575,14382,11496,13482,13380,14180,12608,13897,13252,13893,13181,14923,14482,17183,18391,15722,15826,14944,15384,14563,11551,11463,15047,15338,17832,12825,NA,NA
D/162/22,NA,NA,NA,NA,4369,11141,10402,13152,18257,11456,NA,NA,NA,4305,30382,8285,NA,616,1269,NA,NA,595,2867,144,NA,NA,7001,12996,9448,7536,8421,9543,9131,9003,11322,9901,10115,9594,9356,10320,17894,17906,16194,11701,14866,9661,11851,9387,9432,NA,NA,NA
D/166/22,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,48,16,2,27,8,10,4,3,26,10,5,3,4,13,2,24,5,8,12,13,4,1,9,4,7,9,2,16,2,15,NA,NA
D/167/22,14,14,18,61,396,9408,13253,14033,15458,16907,17503,13249,4324,4589,21929,11061,10754,11185,6104,8345,11384,4097,4109,5264,7305,7763,5883,3983,390,17,1381,6111,6247,5149,5844,4808,9,17,37,3275,5052,5875,7306,6680,4071,5074,4184,6514,7122,8642,731,NA
D/17/10,26924,20465,29908,36468,12936,33228,33185,25204,30493,35810,33102,22718,NA,22967,30851,19474,21280,15886,13328,16460,14998,11838,8791,13117,18027,18866,16196,18913,19123,18801,20312,22650,21519,25489,23243,25485,28176,28911,31455,33665,24136,23615,21717,20845,20870,18111,18131,20971,23904,10440,NA,NA
D/171/22,11100,4296,2143,NA,NA,8554,10696,7331,112,26,NA,NA,NA,NA,NA,836,6116,6753,5283,7512,7496,47,149,17,50,35,19,22,10,7,65,20,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/173/22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/174/22,NA,NA,NA,NA,NA,NA,NA,NA,7,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/18/10,NA,NA,NA,8,7,11,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1387,1136,2356,3151,1967,3400,475,NA,1,NA,NA,NA,NA,1,4276,6485,5537,4341,5464,4798,5468,4366,5355,6287,4371,4626,3858,4045,4113,4773,6625,6856,7265,668,NA
D/198/26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/20/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/200/26,1613,1093,1157,1572,821,1606,1736,2023,1765,1062,2125,1552,167,8724,3178,1851,1026,1412,553,871,1466,1371,223,1306,1404,1441,761,689,845,1593,1389,916,1768,648,629,654,912,1055,1171,1833,1055,5876,1732,952,992,712,987,1307,911,867,NA,NA
D/201/26,8907,5340,8141,8156,3441,11647,14498,15308,16641,16527,12610,11060,1194,10796,3920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,2,NA,NA
D/203/27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/25/10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
D/30/11,13520,7393,12444,16434,6725,14802,15934,5062,5224,9156,7069,5833,NA,3275,7128,4258,3743,3571,1581,3127,3341,1786,2473,2976,4212,3960,3288,4706,4169,4714,3007,3962,5933,4333,3657,4545,4277,5512,5716,5954,5495,5982,6217,5490,4576,5209,6708,4270,5848,2183,NA,NA
D/31/11,4437,2378,2584,6405,2739,4733,8360,9476,9016,5433,3631,2640,566,2624,5117,1849,1303,2616,2878,2879,5065,2501,1992,3777,3200,2338,150,883,1164,2095,2198,2695,2987,3336,4252,4318,4872,5685,1486,1698,1152,4112,3512,1811,1540,3643,4837,2973,3594,2424,NA,NA
D/32/11,19123,2651,18388,22876,16569,21723,30334,29703,25847,26815,24424,21302,7496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/36/12,6246,4960,9338,8449,3912,9424,9826,9318,9547,8749,9105,8938,1670,4866,9435,5580,7826,7640,6198,7142,8381,4594,4538,5745,9546,9215,7484,9044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D/37/12,3966,2545,6026,6623,3077,7664,8038,7466,6700,8204,7401,8372,1727,4745,6230,2443,3708,5814,5901,6911,6696,5172,5137,5614,5416,5703,5035,5181,6329,7659,9342,3471,2890,3496,4438,4305,3874,4250,3796,6721,8362,7068,8009,8482,5586,8251,5146,4516,4538,1579,NA,NA
